Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_PerUnit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin(%),Sales_Method,Month,IndexMonth,Gender
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,45,775,348750,104625,0.3,In-store,September,09,True
Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,55,750,412500,144375,0.35,In-store,September,09,False
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,60,925,555000,277500,0.5,In-store,September,09,True
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,55,1050,577500,259875,0.45,In-store,September,09,False
Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,50,850,425000,148750,0.35,In-store,September,09,False
Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,45,750,337500,84375,0.25,In-store,September,09,True
Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,45,725,326250,97875,0.3,In-store,September,09,True
Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,55,725,398750,139562,0.35,In-store,September,09,False
Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Apparel,60,825,495000,247500,0.5,In-store,September,09,True
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,60,1000,600000,270000,0.45,In-store,September,09,False
Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,50,825,412500,144375,0.35,In-store,September,09,False
Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,50,725,362500,90625,0.25,In-store,October,10,True
Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,350000,105000,0.3,In-store,October,10,True
Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,60,700,420000,147000,0.35,In-store,October,10,False
Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Apparel,65,825,536250,268125,0.5,In-store,October,10,True
Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,60,975,585000,263250,0.45,In-store,October,10,False
Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,50,800,400000,140000,0.35,In-store,October,10,False
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,50,745,372500,93125,0.25,In-store,October,10,True
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,387500,116250,0.3,In-store,October,10,True
Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,65,750,487500,170625,0.35,In-store,October,10,False
Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Apparel,70,850,595000,297500,0.5,In-store,October,10,True
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,65,1075,698750,314437,0.45,In-store,May,05,False
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,55,875,481250,168437,0.35,In-store,May,05,False
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,55,825,453750,113437,0.25,In-store,May,05,True
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,426250,127875,0.3,In-store,May,05,True
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,65,775,503750,176312,0.35,In-store,May,05,False
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,70,875,612500,306250,0.5,In-store,May,05,True
Foot Locker,1185732,2020-10-17,Southeast,Florida,Miami,Men's Street Footwear,35,450,157500,55125,0.35000000000000003,In-store,October,10,False
Foot Locker,1185732,2020-10-18,Southeast,Florida,Miami,Men's Athletic Footwear,35,250,87500,26250,0.3,In-store,October,10,False
Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,25,250,62500,18750,0.3,In-store,October,10,True
Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,30,100,30000,10500,0.35000000000000003,In-store,October,10,True
Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,44,150,67499,20249,0.3,In-store,October,10,False
Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,35,250,87500,39375,0.45,In-store,October,10,True
Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,500,175000,61250,0.35000000000000003,In-store,October,10,False
Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,150,52500,15750,0.3,In-store,October,10,False
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,200,50000,15000,0.3,In-store,October,10,True
Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30,75,22500,7875,0.35000000000000003,In-store,October,10,True
Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,44,150,67499,20249,0.3,In-store,October,10,False
Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,35,225,78750,35437,0.45,In-store,October,10,True
Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,445,178000,62300,0.35000000000000003,In-store,October,10,False
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,125,50000,15000,0.3,In-store,October,10,False
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,52500,15750,0.3,In-store,October,10,True
Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,8750,3062,0.35000000000000003,In-store,November,11,True
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,50,75,37500,11250,0.3,In-store,November,11,False
Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,70000,31500,0.45,In-store,November,11,True
Foot Locker,1185732,2020-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,400,160000,56000,0.35000000000000003,In-store,November,11,False
Foot Locker,1185732,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,100,40000,12000,0.3,In-store,November,11,False
Foot Locker,1185732,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,100,30000,9000,0.3,In-store,November,11,True
Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,8750,3062,0.35000000000000003,In-store,November,11,True
Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,50,50,25000,7500,0.3,In-store,November,11,False
Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,70000,31500,0.45,In-store,November,11,True
Foot Locker,1185732,2020-11-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,445,222500,77875,0.35000000000000003,In-store,November,11,False
Foot Locker,1185732,2020-11-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,150,67500,20250,0.3,In-store,November,11,False
Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,125,50000,15000,0.3,In-store,November,11,True
Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,50,20000,7000,0.35000000000000003,In-store,November,11,True
Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,54,75,41249,12374,0.3,In-store,November,11,False
Foot Locker,1185732,2020-11-15,Midwest,Minnesota,Minneapolis,Women's Apparel,60,175,105000,47250,0.45,In-store,November,11,True
Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,425,191250,66937,0.35000000000000003,Outlet,November,11,False
Foot Locker,1185732,2020-11-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,175,70000,21000,0.3,Outlet,November,11,False
Foot Locker,1185732,2020-11-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,175,61250,18375,0.3,Outlet,November,11,True
Foot Locker,1185732,2020-11-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,150,52500,18375,0.35000000000000003,Outlet,November,11,True
Foot Locker,1185732,2020-11-20,Midwest,Minnesota,Minneapolis,Men's Apparel,50,150,75000,22500,0.3,Outlet,November,11,False
Foot Locker,1185732,2020-11-21,Midwest,Minnesota,Minneapolis,Women's Apparel,55,325,178750,80437,0.45,Outlet,November,11,True
Foot Locker,1185732,2020-11-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,550,275000,96250,0.35000000000000003,Outlet,November,11,False
Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,135000,40500,0.3,Outlet,November,11,False
Foot Locker,1185732,2020-11-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,90000,27000,0.3,Outlet,November,11,True
Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,175,70000,24500,0.35000000000000003,Outlet,November,11,True
Foot Locker,1185732,2020-11-26,Midwest,Minnesota,Minneapolis,Men's Apparel,50,200,100000,30000,0.3,Outlet,November,11,False
Foot Locker,1185732,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,55,375,206250,92812,0.45,Outlet,November,11,True
Foot Locker,1185732,2020-11-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,525,262500,91875,0.35000000000000003,Outlet,November,11,False
Foot Locker,1185732,2020-11-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,135000,40500,0.3,Outlet,November,11,False
Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,90000,27000,0.3,Outlet,November,11,True
Foot Locker,1185732,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,61250,21437,0.35000000000000003,Outlet,December,12,True
Foot Locker,1185732,2020-12-02,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,67500,20250,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-03,Midwest,Minnesota,Minneapolis,Women's Apparel,50,325,162500,73125,0.45,Outlet,December,12,True
Foot Locker,1185732,2020-12-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,450,202500,70875,0.35000000000000003,Outlet,December,12,False
Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,250,100000,30000,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,150,37500,11250,0.3,Outlet,December,12,True
Foot Locker,1185732,2020-12-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,25,125,31250,10937,0.35000000000000003,Outlet,December,12,True
Foot Locker,1185732,2020-12-08,Midwest,Minnesota,Minneapolis,Men's Apparel,35,125,43750,13125,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-09,Midwest,Minnesota,Minneapolis,Women's Apparel,40,200,80000,36000,0.45,Outlet,December,12,True
Foot Locker,1185732,2020-12-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44,375,168749,59062,0.35000000000000003,Outlet,December,12,False
Foot Locker,1185732,2020-12-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,200,70000,21000,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,100,35000,10500,0.3,Outlet,December,12,True
Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,75,26250,9187,0.35000000000000003,Outlet,December,12,True
Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,44,75,33749,10124,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-15,Midwest,Minnesota,Minneapolis,Women's Apparel,49,200,99999,44999,0.45,Outlet,December,12,True
Foot Locker,1185732,2020-12-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,350,175000,61250,0.35000000000000003,Outlet,December,12,False
Foot Locker,1185732,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,200,80000,24000,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,145,58000,17400,0.3,Outlet,December,12,True
Foot Locker,1185732,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,150,60000,21000,0.35000000000000003,Outlet,December,12,True
Foot Locker,1185732,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,54,125,68749,20624,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,59,225,134999,60749,0.45,Outlet,December,12,True
Foot Locker,1185732,2020-12-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,54,475,261249,91437,0.35000000000000003,Outlet,December,12,False
Foot Locker,1185732,2020-12-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,275,123750,37125,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,225,101250,30375,0.3,Outlet,December,12,True
Foot Locker,1185732,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,175,78750,27562,0.35000000000000003,Outlet,December,12,True
Foot Locker,1185732,2020-12-26,Midwest,Minnesota,Minneapolis,Men's Apparel,54,175,96249,28874,0.3,Outlet,December,12,False
Foot Locker,1185732,2020-12-27,Midwest,Minnesota,Minneapolis,Women's Apparel,59,275,164999,74249,0.45,Outlet,December,12,True
Kohl's,1189833,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,475,166250,74812,0.45,Outlet,December,12,False
Kohl's,1189833,2020-12-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,475,213750,64125,0.3,Outlet,December,12,False
Kohl's,1189833,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,475,213750,96187,0.45,Outlet,December,12,True
Kohl's,1189833,2020-12-31,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,325,146250,58499,0.39999999999999997,Outlet,December,12,True
Kohl's,1189833,2021-01-01,Midwest,Montana,Billings,Men's Apparel,50,275,137500,82500,0.6000000000000001,Outlet,January,01,False
Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,45,475,213750,53437,0.25,Outlet,January,01,True
Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,35,525,183750,82687,0.45,Outlet,January,01,False
Kohl's,1189833,2021-01-04,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375,0.3,Outlet,January,01,False
Kohl's,1189833,2021-01-05,Midwest,Montana,Billings,Women's Street Footwear,45,450,202500,91125,0.45,Outlet,January,01,True
Kohl's,1189833,2021-01-06,Midwest,Montana,Billings,Women's Athletic Footwear,45,300,135000,53999,0.39999999999999997,Outlet,January,01,True
Kohl's,1189833,2021-01-07,Midwest,Montana,Billings,Men's Apparel,50,225,112500,67500,0.6000000000000001,Outlet,January,01,False
Kohl's,1189833,2021-01-08,Midwest,Montana,Billings,Women's Apparel,45,425,191250,47812,0.25,Outlet,January,01,True
Kohl's,1189833,2021-01-09,Midwest,Montana,Billings,Men's Street Footwear,35,575,201250,90562,0.45,Outlet,January,01,False
Kohl's,1189833,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375,0.3,Outlet,January,01,False
Kohl's,1189833,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,45,425,191250,86062,0.45,Outlet,January,01,True
Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,45,325,146250,58499,0.39999999999999997,Outlet,January,01,True
Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Men's Apparel,50,200,100000,60000,0.6000000000000001,Outlet,January,01,False
Kohl's,1189833,2021-01-14,Midwest,Montana,Billings,Women's Apparel,45,400,180000,45000,0.25,Outlet,January,01,True
Kohl's,1189833,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,45,575,258750,116437,0.45,Outlet,January,01,False
Kohl's,1189833,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,45,375,168750,50625,0.3,Outlet,January,01,False
Kohl's,1189833,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,45,400,180000,81000,0.45,Outlet,January,01,True
Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,40,300,120000,47999,0.39999999999999997,Outlet,January,01,True
Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Men's Apparel,45,200,90000,54000,0.6000000000000001,Outlet,January,01,False
Kohl's,1189833,2021-01-20,Midwest,Montana,Billings,Women's Apparel,60,375,225000,56250,0.25,Outlet,January,01,True
Kohl's,1189833,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,40,575,230000,103500,0.45,Outlet,January,01,False
Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375,0.3,Outlet,January,01,False
Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,45,425,191250,86062,0.45,Outlet,January,01,True
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,40,325,130000,51999,0.39999999999999997,Outlet,January,01,True
Kohl's,1189833,2021-01-25,Midwest,Montana,Billings,Men's Apparel,45,225,101250,60750,0.6000000000000001,Outlet,January,01,False
Kohl's,1189833,2021-01-26,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000,0.25,Outlet,January,01,True
Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,40,675,270000,121500,0.45,Outlet,January,01,False
Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,45,525,236250,70875,0.3,Outlet,January,01,False
Kohl's,1189833,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,45,550,247500,111375,0.45,Outlet,January,01,True
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000,0.39999999999999997,Outlet,January,01,True
Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,45,300,135000,81000,0.6000000000000001,Outlet,January,01,False
Kohl's,1189833,2021-02-01,Midwest,Montana,Billings,Women's Apparel,60,600,360000,90000,0.25,Outlet,February,02,True
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,40,750,300000,135000,0.45,Outlet,February,02,False
Kohl's,1189833,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,45,600,270000,81000,0.3,Outlet,February,02,False
Kohl's,1189833,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,45,550,247500,111375,0.45,Outlet,February,02,True
Kohl's,1189833,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,40,450,180000,72000,0.39999999999999997,Outlet,February,02,True
Kohl's,1189833,2021-02-06,Midwest,Montana,Billings,Men's Apparel,45,475,213750,128250,0.6000000000000001,Outlet,February,02,False
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Apparel,60,475,285000,71250,0.25,Outlet,February,02,True
Kohl's,1189833,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,45,675,303750,136687,0.45,Outlet,February,02,False
Kohl's,1189833,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,55,625,343750,103125,0.3,Outlet,February,02,False
Kohl's,1189833,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,50,500,250000,112500,0.45,Outlet,February,02,True
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,45,425,191250,76500,0.39999999999999997,Outlet,February,02,True
Kohl's,1189833,2021-02-12,Midwest,Montana,Billings,Men's Apparel,54,425,233749,140250,0.6000000000000001,Outlet,February,02,False
Kohl's,1189833,2021-02-13,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000,0.25,Outlet,February,02,True
Kohl's,1189833,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,45,600,270000,121500,0.45,Outlet,February,02,False
Kohl's,1189833,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,50,600,300000,90000,0.3,Outlet,February,02,False
Kohl's,1189833,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,45,450,202500,91125,0.45,Outlet,February,02,True
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,45,400,180000,72000,0.39999999999999997,Outlet,February,02,True
Kohl's,1189833,2021-02-18,Midwest,Montana,Billings,Men's Apparel,54,400,219999,132000,0.6000000000000001,Outlet,February,02,False
Kohl's,1189833,2021-02-19,Midwest,Montana,Billings,Women's Apparel,60,450,270000,67500,0.25,Outlet,February,02,True
Kohl's,1189833,2021-02-20,Midwest,Montana,Billings,Men's Street Footwear,45,550,247500,111375,0.45,Outlet,February,02,False
Kohl's,1189833,2021-02-21,Midwest,Montana,Billings,Men's Athletic Footwear,50,550,275000,82500,0.3,Outlet,February,02,False
Kohl's,1189833,2021-02-22,Midwest,Montana,Billings,Women's Street Footwear,45,400,180000,81000,0.45,Outlet,February,02,True
Kohl's,1189833,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,45,375,168750,67500,0.39999999999999997,Outlet,February,02,True
Kohl's,1189833,2021-02-24,Midwest,Montana,Billings,Men's Apparel,54,350,192499,115500,0.6000000000000001,Outlet,February,02,False
Kohl's,1189833,2021-02-25,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000,0.25,Outlet,February,02,True
Kohl's,1189833,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,40,575,230000,103500,0.45,Outlet,February,02,False
Kohl's,1189833,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,45,575,258750,77625,0.3,Outlet,February,02,False
Kohl's,1189833,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,40,425,170000,76500,0.45,Outlet,February,02,True
Kohl's,1189833,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000,0.39999999999999997,Outlet,March,03,True
Kohl's,1189833,2021-03-02,Midwest,Montana,Billings,Men's Apparel,54,375,206249,123750,0.6000000000000001,Outlet,March,03,False
Kohl's,1189833,2021-03-03,Midwest,Montana,Billings,Women's Apparel,60,475,285000,71250,0.25,Outlet,March,03,True
Kohl's,1189833,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,45,675,303750,136687,0.45,Outlet,March,03,False
Kohl's,1189833,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,50,675,337500,101250,0.3,Outlet,March,03,False
Kohl's,1189833,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,45,475,213750,96187,0.45,Outlet,March,03,True
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,45,475,213750,85500,0.39999999999999997,Outlet,March,03,True
Kohl's,1189833,2021-03-08,Midwest,Montana,Billings,Men's Apparel,54,400,219999,132000,0.6000000000000001,Outlet,March,03,False
Kohl's,1189833,2021-03-09,Midwest,Montana,Billings,Women's Apparel,60,500,300000,75000,0.25,Outlet,March,03,True
Sports Direct,1197831,2021-03-10,Midwest,Montana,Billings,Men's Street Footwear,20,700,140000,49000,0.35,Outlet,March,03,False
Sports Direct,1197831,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,30,700,210000,73500,0.35,Outlet,March,03,False
Sports Direct,1197831,2021-03-12,Midwest,Montana,Billings,Women's Street Footwear,30,500,150000,52500,0.35,Outlet,March,03,True
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,175000,78750,0.45,Outlet,March,03,True
Sports Direct,1197831,2021-03-14,South,Tennessee,Knoxville,Men's Apparel,40,350,140000,42000,0.3,Outlet,March,03,False
Sports Direct,1197831,2021-03-15,South,Tennessee,Knoxville,Women's Apparel,35,500,175000,87500,0.5,Outlet,March,03,True
Sports Direct,1197831,2021-03-16,South,Tennessee,Knoxville,Men's Street Footwear,25,650,162500,56875,0.35,Outlet,March,03,False
Sports Direct,1197831,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,35,625,218750,76562,0.35,Outlet,March,03,False
Sports Direct,1197831,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,35,450,157500,55125,0.35,Outlet,March,03,True
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,35,400,140000,63000,0.45,Outlet,March,03,True
Sports Direct,1197831,2021-03-20,South,Tennessee,Knoxville,Men's Apparel,40,275,110000,33000,0.3,Outlet,March,03,False
Sports Direct,1197831,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,35,475,166250,83125,0.5,Outlet,March,03,True
Sports Direct,1197831,2021-03-22,South,Tennessee,Knoxville,Men's Street Footwear,30,650,195000,78000,0.39999999999999997,Outlet,March,03,False
Sports Direct,1197831,2021-03-23,South,Tennessee,Knoxville,Men's Athletic Footwear,40,650,260000,103999,0.39999999999999997,Outlet,March,03,False
Sports Direct,1197831,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,30,475,142500,56999,0.39999999999999997,Outlet,March,03,True
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,35,375,131250,65625,0.5,Outlet,March,03,True
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,40,275,110000,38500,0.35,Outlet,March,03,False
Sports Direct,1197831,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,35,425,148750,81812,0.55,Outlet,March,03,True
Sports Direct,1197831,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,20,675,135000,53999,0.39999999999999997,Outlet,March,03,False
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,25,675,168750,67500,0.39999999999999997,Outlet,March,03,False
Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,19,500,99999,39999,0.39999999999999997,Outlet,March,03,True
Sports Direct,1197831,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,25,400,100000,50000,0.5,Outlet,March,03,True
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,30,300,90000,31499,0.35,Outlet,April,04,False
Sports Direct,1197831,2021-04-02,South,Tennessee,Knoxville,Women's Apparel,25,575,143750,79062,0.55,Outlet,April,04,True
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,14,725,108749,43499,0.39999999999999997,Outlet,April,04,False
Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,25,750,187500,75000,0.39999999999999997,Outlet,April,04,False
Sports Direct,1197831,2021-04-05,South,Tennessee,Knoxville,Women's Street Footwear,19,600,119999,47999,0.39999999999999997,Outlet,April,04,True
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,30,525,157500,78750,0.5,Outlet,April,04,True
Sports Direct,1197831,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,45,425,191250,66937,0.35,Outlet,April,04,False
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,40,775,310000,170500,0.55,Outlet,April,04,True
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,40,775,310000,123999,0.39999999999999997,Outlet,April,04,False
